Date,Close,High,Low,Open,Volume,Symbol
,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,
2019-01-01,1022.4207763671875,1023.8010288092971,1002.1922576668643,1012.6871961717953,3186720,HDFCBANK.NS
2019-01-02,1013.0916748046875,1022.1350113427609,1008.9031588518343,1019.8979987027726,4067116,HDFCBANK.NS
2019-01-03,1005.14306640625,1012.972668632231,1000.9545505150155,1011.0449868422548,6385832,HDFCBANK.NS
2019-01-04,1007.8323364257812,1013.0917743274445,1004.4530537405055,1006.7852363853075,3643560,HDFCBANK.NS
2019-01-07,1009.3555908203125,1016.3523724712695,1008.0943294764029,1012.7111688402202,2693506,HDFCBANK.NS
2019-01-08,1000.9546508789062,1010.7119358732085,997.932225875312,1009.9979881906986,4171730,HDFCBANK.NS
2019-01-09,1007.5230102539062,1009.6886748355245,1000.7643286495354,1008.0941451693246,4284314,HDFCBANK.NS
2019-01-10,1003.5723876953125,1010.8546767796361,996.0282945721981,1007.6180909418907,3845770,HDFCBANK.NS
2019-01-11,1005.1906127929688,1010.9498367810197,1003.334395449336,1006.095016172554,3204020,HDFCBANK.NS
2019-01-14,1000.3121337890625,1004.2388463659557,998.7890685148751,1004.2388463659557,2427580,HDFCBANK.NS
2019-01-15,1009.9502563476562,1012.1397421957032,1000.4785977405917,1001.9303144744655,2543778,HDFCBANK.NS
2019-01-16,1009.141357421875,1011.4260135400058,1003.4535967273963,1009.0700091254236,2626226,HDFCBANK.NS
2019-01-17,1014.9004516601562,1016.6138563758416,1005.8809358495912,1011.5448743136085,4120114,HDFCBANK.NS
2019-01-18,1013.9247436523438,1018.0894386444611,1006.4521141641158,1016.185578076636,2603988,HDFCBANK.NS
2019-01-21,1022.4443359375,1031.178341600728,1012.1397384786281,1018.5414455379519,8780756,HDFCBANK.NS
2019-01-22,1016.5902099609375,1021.8020051019417,1013.3536237072889,1021.4212097422603,4398488,HDFCBANK.NS
2019-01-23,1002.096923828125,1016.5901547904012,1000.2168848321124,1015.7095728315791,3812144,HDFCBANK.NS
2019-01-24,1000.59765625,1009.8313329376609,998.5271615327674,1004.2863858663337,5055786,HDFCBANK.NS
2019-01-25,997.6229248046875,1004.2864367070089,994.7671339894068,996.1950293970472,5631118,HDFCBANK.NS
2019-01-28,991.982666015625,1000.5025114507696,988.460570581437,994.7671084700629,7680218,HDFCBANK.NS
2019-01-29,979.3458862304688,991.435353906594,977.1564001777423,989.1745195661924,7381394,HDFCBANK.NS
2019-01-30,968.4462280273438,979.1792649632578,965.2572848926901,979.1792649632578,9257080,HDFCBANK.NS
2019-01-31,989.983642578125,994.648124062809,962.401486711329,966.685172853961,8289702,HDFCBANK.NS
2019-02-01,994.9813232421875,1007.6182211982202,988.3892756449886,989.9836891738921,7827094,HDFCBANK.NS
2019-02-04,1001.8589477539062,1005.7143117574669,991.2687236949362,997.1469394850417,3969144,HDFCBANK.NS
2019-02-05,1006.2141723632812,1008.5701766709408,998.0989431236256,1003.3345598972832,4345144,HDFCBANK.NS
2019-02-06,1010.3074340820312,1012.3779290780452,1006.0000422023453,1007.2613034374298,5437842,HDFCBANK.NS
2019-02-07,1007.7371215820312,1013.8056766889723,1002.3111658497338,1011.4496726526436,3608654,HDFCBANK.NS
2019-02-08,1010.3074340820312,1020.9214807444462,1002.691991268092,1005.2384514399771,6117822,HDFCBANK.NS
2019-02-11,1018.3987426757812,1019.945629346386,1005.857131237102,1005.857131237102,3518182,HDFCBANK.NS
2019-02-12,1013.6627807617188,1022.3729647352804,1011.3305984125134,1017.6133140614663,4886194,HDFCBANK.NS
2019-02-14,1004.3815307617188,1018.5653139819508,1002.1921610232077,1018.5653139819508,3720694,HDFCBANK.NS
