Date,Close,High,Low,Open,Volume,Symbol
,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS,
2019-01-01,349.9126892089844,350.92273471351854,342.8422826072425,347.7482808221247,7759872,ICICIBANK.NS
2019-01-02,350.7303771972656,353.9048312400494,346.5939344688882,347.74829740626535,18243156,ICICIBANK.NS
2019-01-03,349.43170166015625,353.32762492567565,348.27733880395283,351.11513036739717,12884409,ICICIBANK.NS
2019-01-04,351.30755615234375,354.7705862263593,344.42952351440965,348.0849865521699,22896026,ICICIBANK.NS
2019-01-07,353.7124328613281,356.88688668758056,352.6061562231894,353.5200292659996,12719847,ICICIBANK.NS
2019-01-08,365.6888122558594,367.2760391871298,352.6542758316883,353.8086093468544,21501136,ICICIBANK.NS
2019-01-09,367.70892333984375,368.9594586222701,361.3119001982014,367.1317419184675,21730142,ICICIBANK.NS
2019-01-10,365.06353759765625,367.61272375434345,361.7447664222836,366.45839026131534,14497154,ICICIBANK.NS
2019-01-11,364.1496887207031,366.69890440317965,360.97523470843964,366.1217229400403,12537973,ICICIBANK.NS
2019-01-14,359.14752197265625,364.2940102630126,358.52225427906205,364.2940102630126,14844029,ICICIBANK.NS
2019-01-15,358.5703430175781,361.11952939036655,356.502136313492,359.33989874483416,12960779,ICICIBANK.NS
2019-01-16,361.0232849121094,365.30401520024265,357.89691743508297,357.89691743508297,15106484,ICICIBANK.NS
2019-01-17,360.34991455078125,363.57248367378565,358.61837041349645,361.6966515308932,13171721,ICICIBANK.NS
2019-01-18,357.848876953125,362.08149220704314,356.2616499024894,360.3499771257442,12212121,ICICIBANK.NS
2019-01-21,357.56024169921875,361.84094246914964,356.50208072174587,358.81077690017275,8908581,ICICIBANK.NS
2019-01-22,355.01104736328125,358.32981849875506,352.17328520661977,356.4539862297192,14756076,ICICIBANK.NS
2019-01-23,353.4237976074219,359.48415806822555,352.50995399848966,354.7705345909345,9726450,ICICIBANK.NS
2019-01-24,350.9227294921875,354.48199052917715,347.9887654652099,352.6542737899124,17521254,ICICIBANK.NS
2019-01-25,343.6118469238281,350.77842553631143,341.06263149216267,348.56593106140593,22978238,ICICIBANK.NS
2019-01-28,330.4810791015625,341.3993221467626,323.8435663385624,339.7640090827379,34362360,ICICIBANK.NS
