Date,Close,High,Low,Open,Volume,Symbol
,SBIN.NS,SBIN.NS,SBIN.NS,SBIN.NS,SBIN.NS,
2019-01-01,281.996826171875,283.03220075011825,276.584670906671,280.0202071996832,11837127,SBIN.NS
2019-01-02,276.6317138671875,284.7264211726995,275.87872986297646,281.5261960680548,25559853,SBIN.NS
2019-01-03,273.9962158203125,278.1847356341742,273.0549715397374,277.66706276965624,17548347,SBIN.NS
2019-01-04,280.161376953125,281.43206257923526,274.3727299058431,274.93748226461406,19514041,SBIN.NS
2019-01-07,278.89068603515625,283.78516808563626,277.85534024230265,283.3615966434706,14579399,SBIN.NS
2019-01-08,287.36187744140625,288.0207599507001,277.4317614231008,278.42005646254466,22949961,SBIN.NS
2019-01-09,287.36187744140625,289.0561344405203,283.07922730448706,288.0207599507001,21109911,SBIN.NS
2019-01-10,287.5971984863281,289.43263645118355,285.6676590664527,287.17365576524463,16295468,SBIN.NS
2019-01-11,284.96173095703125,288.2090354998505,283.26750259308113,287.4560227745961,12702551,SBIN.NS
2019-01-14,282.74981689453125,285.76181051630925,281.9497533958246,283.31456928917714,10372933,SBIN.NS
2019-01-15,283.92633056640625,285.7617683973518,283.40865770357334,284.2557718084344,9444374,SBIN.NS
2019-01-16,285.3382263183594,288.63258162834256,284.3499312151639,285.197045407117,12111480,SBIN.NS
2019-01-17,279.9260559082031,286.46771544268614,278.2318276166449,286.044144007548,15974634,SBIN.NS
2019-01-18,277.62005615234375,282.23214811500924,276.9611735614628,281.1967734969822,9082501,SBIN.NS
2019-01-21,275.2669372558594,279.31427670055797,274.3256928524877,278.5142132127921,10188647,SBIN.NS
2019-01-22,273.19622802734375,275.7846505151136,271.2666882080805,275.7846505151136,11297989,SBIN.NS
2019-01-23,269.8077087402344,275.7375658537287,268.7252833961482,273.38445479071515,10304608,SBIN.NS
2019-01-24,271.1253967285156,272.866704348797,268.725235363057,269.8076605136659,11532528,SBIN.NS
2019-01-25,268.631103515625,273.902077066617,266.5603833979283,272.5843408599927,11121223,SBIN.NS
2019-01-28,265.0544128417969,269.7606345587162,261.0070449305476,268.8664409427024,18905470,SBIN.NS
2019-01-29,264.1131591796875,269.19587270972704,260.30110248878526,264.48965115885767,17435611,SBIN.NS
2019-01-30,270.5606689453125,272.396077983144,263.78369891079484,264.6778924307988,18908654,SBIN.NS
2019-01-31,276.3963928222656,277.47881806102777,271.0783680822188,272.96085674945647,25546487,SBIN.NS
2019-02-01,267.68988037109375,284.9146687588254,265.43089973526753,279.45543443737336,60015958,SBIN.NS
2019-02-04,267.266357421875,268.442912915501,261.5247608680804,265.8074113750792,20642919,SBIN.NS
2019-02-05,267.9251708984375,270.13710063810845,266.37212362573064,267.501628219242,13291133,SBIN.NS
2019-02-06,272.066650390625,272.72553288307455,266.8427560736898,269.05468589891774,12149759,SBIN.NS
2019-02-07,270.51361083984375,276.72582907416313,269.7606268763795,272.3960994730013,19733315,SBIN.NS
